"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angular Velocity, Ch 1+2 (rad/s) Run #2";"Angular Acceleration, Ch 1+2 (rad/s²) Run #2";"Position, Ch 1+2 (m) Run #2";"Velocity, Ch 1+2 (m/s) Run #2";"Acceleration, Ch 1+2 (m/s²) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Angular Velocity, Ch 3+4 (rad/s) Run #2";"Angular Acceleration, Ch 3+4 (rad/s²) Run #2";"Position, Ch 3+4 (m) Run #2";"Velocity, Ch 3+4 (m/s) Run #2";"Acceleration, Ch 3+4 (m/s²) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angular Velocity, Ch 1+2 (rad/s) Run #3";"Angular Acceleration, Ch 1+2 (rad/s²) Run #3";"Position, Ch 1+2 (m) Run #3";"Velocity, Ch 1+2 (m/s) Run #3";"Acceleration, Ch 1+2 (m/s²) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Angular Velocity, Ch 3+4 (rad/s) Run #3";"Angular Acceleration, Ch 3+4 (rad/s²) Run #3";"Position, Ch 3+4 (m) Run #3";"Velocity, Ch 3+4 (m/s) Run #3";"Acceleration, Ch 3+4 (m/s²) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angular Velocity, Ch 1+2 (rad/s) Run #4";"Angular Acceleration, Ch 1+2 (rad/s²) Run #4";"Position, Ch 1+2 (m) Run #4";"Velocity, Ch 1+2 (m/s) Run #4";"Acceleration, Ch 1+2 (m/s²) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Angular Velocity, Ch 3+4 (rad/s) Run #4";"Angular Acceleration, Ch 3+4 (rad/s²) Run #4";"Position, Ch 3+4 (m) Run #4";"Velocity, Ch 3+4 (m/s) Run #4";"Acceleration, Ch 3+4 (m/s²) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4"
5,750;-0,262;11,345;1,551;-0,0062;0,271;0,037;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,666E-4;5,750;-0,873;-23,038;20,750;-0,0208;-0,550;0,495;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,520E-4;5,750;-2,112;-14,661;43,827;-0,0504;-0,350;1,046;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,894E-4
5,800;0,314;11,170;-9,308;0,0075;0,267;-0,222;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,890E-4;5,800;-2,025;-21,468;41,888;-0,0483;-0,512;1,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,522E-4;5,800;-2,810;-12,043;57,014;-0,0671;-0,287;1,361;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,749E-4
5,850;0,873;10,414;-19,974;0,0208;0,249;-0,477;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,236E-4;5,850;-3,054;-18,850;62,056;-0,0729;-0,450;1,481;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,504E-4;5,850;-3,334;-8,843;66,710;-0,0796;-0,211;1,593;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,107E-4
5,900;1,379;9,134;-29,477;0,0329;0,218;-0,704;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,209E-4;5,900;-3,944;-15,184;79,316;-0,0942;-0,363;1,894;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,103E-4;5,900;-3,700;-5,236;72,722;-0,0883;-0,125;1,736;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,507E-4
5,950;1,798;7,389;-37,040;0,0429;0,176;-0,884;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,824E-4;5,950;-4,608;-10,705;90,951;-0,1100;-0,256;2,171;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,736E-4;5,950;-3,875;-1,454;74,855;-0,0925;-0,035;1,787;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,795E-4
6,000;2,129;5,352;-42,664;0,0508;0,128;-1,019;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,903E-4;6,000;-5,027;-5,818;95,993;-0,1200;-0,139;2,292;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,908E-4;6,000;-3,840;2,385;72,916;-0,0917;0,057;1,741;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,743E-4
6,050;2,339;3,083;-46,348;0,0558;0,074;-1,106;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,667E-4;6,050;-5,184;-0,931;95,605;-0,1237;-0,022;2,282;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,591E-4;6,050;-3,630;5,992;66,904;-0,0867;0,143;1,597;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,771E-4
6,100;2,443;0,640;-47,706;0,0583;0,015;-1,139;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,271E-4;6,100;-5,114;3,840;91,533;-0,1221;0,092;2,185;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,212E-4;6,100;-3,229;9,192;57,402;-0,0771;0,219;1,370;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,792E-4
6,150;2,409;-1,804;-46,154;0,0575;-0,043;-1,102;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,751E-4;6,150;-4,800;8,319;84,551;-0,1146;0,199;2,019;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,557E-4;6,150;-2,688;11,810;45,960;-0,0642;0,282;1,097;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,153E-4
6,200;2,251;-4,072;-42,082;0,0537;-0,097;-1,005;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,398E-4;6,200;-4,259;12,392;74,661;-0,1017;0,296;1,782;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,203E-4;6,200;-2,025;13,788;33,355;-0,0483;0,329;0,796;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,611E-4
6,250;1,990;-6,050;-36,458;0,0475;-0,144;-0,870;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,295E-4;6,250;-3,543;15,882;61,668;-0,0846;0,379;1,472;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,405E-4;6,250;-1,292;15,184;19,586;-0,0308;0,362;0,468;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,865E-4
6,300;1,641;-7,738;-29,671;0,0392;-0,185;-0,708;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,731E-4;6,300;-2,653;18,675;45,185;-0,0633;0,446;1,079;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,688E-4;6,300;-0,489;15,824;4,460;-0,0117;0,378;0,106;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,475E-4
6,350;1,204;-9,076;-21,526;0,0287;-0,217;-0,514;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,990E-4;6,350;-1,641;20,537;25,598;-0,0392;0,490;0,611;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,112E-4;6,350;0,332;15,650;-11,054;0,0079;0,374;-0,264;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,577E-4
6,400;0,716;-9,948;-12,023;0,0171;-0,238;-0,287;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,616E-4;6,400;-0,559;21,293;4,460;-0,0133;0,508;0,106;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,241E-4;6,400;1,100;14,661;-25,404;0,0262;0,350;-0,606;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,652E-4
6,450;0,192;-10,297;-1,939;0,0046;-0,246;-0,046;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,795E-4;6,450;0,524;20,944;-16,290;0,0125;0,500;-0,389;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,990E-4;6,450;1,815;13,032;-38,397;0,0433;0,311;-0,917;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,173E-4
6,500;-0,332;-10,123;7,951;-0,0079;-0,242;0,190;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,786E-4;6,500;1,571;19,606;-35,488;0,0375;0,468;-0,847;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,144E-4;6,500;2,426;10,821;-50,033;0,0579;0,258;-1,194;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,470E-4
6,550;-0,838;-9,483;17,453;-0,0200;-0,226;0,417;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,321E-4;6,550;2,513;17,337;-52,360;0,0600;0,414;-1,250;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,636E-4;6,550;2,915;7,970;-59,341;0,0696;0,190;-1,417;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,665E-4
6,600;-1,292;-8,378;26,374;-0,0308;-0,200;0,630;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,033E-4;6,600;3,334;14,254;-66,323;0,0796;0,340;-1,583;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,917E-4;6,600;3,246;4,712;-64,577;0,0775;0,112;-1,542;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,006E-4
6,650;-1,693;-6,807;34,131;-0,0404;-0,163;0,815;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,679E-4;6,650;3,962;10,588;-76,988;0,0946;0,253;-1,838;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,928E-4;6,650;3,386;1,338;-65,353;0,0808;0,032;-1,560;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,595E-4
6,700;-1,990;-4,887;39,755;-0,0475;-0,117;0,949;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,879E-4;6,700;4,398;6,458;-84,358;0,1050;0,154;-2,014;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,364E-4;6,700;3,368;-1,920;-63,220;0,0804;-0,046;-1,509;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,164E-4
6,750;-2,182;-2,734;42,858;-0,0521;-0,065;1,023;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,271E-4;6,750;4,625;2,036;-87,848;0,1104;0,049;-2,097;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,620E-4;6,750;3,194;-5,003;-59,147;0,0762;-0,119;-1,412;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,346E-4
6,800;-2,269;-0,524;43,633;-0,0542;-0,013;1,042;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,069E-4;6,800;4,608;-2,502;-86,491;0,1100;-0,060;-2,065;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,430E-4;6,800;2,862;-7,912;-52,554;0,0683;-0,189;-1,255;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,953E-4
6,850;-2,234;1,687;42,082;-0,0533;0,040;1,005;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,046E-4;6,850;4,363;-6,807;-80,479;0,1042;-0,163;-1,921;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,506E-4;6,850;2,391;-10,414;-42,664;0,0571;-0,249;-1,019;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,917E-4
6,900;-2,094;3,782;38,397;-0,0500;0,090;0,917;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,022E-4;6,900;3,910;-10,647;-70,783;0,0933;-0,254;-1,690;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,317E-4;6,900;1,798;-12,275;-30,252;0,0429;-0,293;-0,722;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,507E-4
6,950;-1,850;5,585;32,967;-0,0442;0,133;0,787;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,827E-4;6,950;3,281;-13,963;-58,178;0,0783;-0,333;-1,389;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,224E-4;6,950;1,134;-13,439;-17,065;0,0271;-0,321;-0,407;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,004E-4
7,000;-1,518;7,098;26,374;-0,0362;0,169;0,630;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,723E-4;7,000;2,496;-16,581;-42,858;0,0596;-0,396;-1,023;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,277E-4;7,000;0,436;-13,963;-4,072;0,0104;-0,333;-0,097;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,448E-4
7,050;-1,134;8,261;18,811;-0,0271;0,197;0,449;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,368E-4;7,050;1,588;-18,326;-25,404;0,0379;-0,437;-0,606;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,350E-4;7,050;-0,279;-13,846;8,921;-0,0067;-0,331;0,213;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,037E-4
7,100;-0,681;9,018;10,278;-0,0163;0,215;0,245;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,951E-4;7,100;0,628;-19,140;-7,175;0,0150;-0,457;-0,171;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,110E-4;7,100;-0,977;-13,090;21,914;-0,0233;-0,312;0,523;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,962E-4
7,150;-0,209;9,308;1,357;-0,0050;0,222;0,032;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-9,022E-4;7,150;-0,349;-19,024;10,860;-0,0083;-0,454;0,259;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,407E-4;7,150;-1,606;-11,636;34,131;-0,0383;-0,278;0,815;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,971E-4
7,200;0,262;9,134;-7,757;0,0062;0,218;-0,185;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,783E-4;7,200;-1,309;-18,035;28,119;-0,0312;-0,431;0,671;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,901E-4;7,200;-2,164;-9,599;44,603;-0,0517;-0,229;1,065;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,638E-4
7,250;0,716;8,552;-16,872;0,0171;0,204;-0,403;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,729E-4;7,250;-2,182;-16,173;44,021;-0,0521;-0,386;1,051;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,640E-4;7,250;-2,583;-7,098;52,554;-0,0617;-0,169;1,255;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,062E-4
7,300;1,134;7,447;-25,210;0,0271;0,178;-0,602;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,411E-4;7,300;-2,950;-13,555;58,178;-0,0704;-0,324;1,389;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,438E-4;7,300;-2,880;-4,247;57,596;-0,0687;-0,101;1,375;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,114E-4
7,350;1,484;5,934;-31,804;0,0354;0,142;-0,759;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,108E-4;7,350;-3,560;-10,297;69,813;-0,0850;-0,246;1,667;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,802E-4;7,350;-3,019;-1,222;58,953;-0,0721;-0,029;1,407;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,194E-4
7,400;1,728;4,189;-36,264;0,0412;0,100;-0,866;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,012E-4;7,400;-3,997;-6,458;77,958;-0,0954;-0,154;1,861;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,223E-4;7,400;-3,002;1,804;56,626;-0,0717;0,043;1,352;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,599E-4
7,450;1,902;2,269;-38,785;0,0454;0,054;-0,926;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,661E-4;7,450;-4,224;-2,327;81,449;-0,1008;-0,056;1,944;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,972E-4;7,450;-2,827;4,538;51,584;-0,0675;0,108;1,231;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,257E-4
7,500;1,972;0,233;-38,785;0,0471;0,006;-0,926;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,026E-4;7,500;-4,224;1,862;80,091;-0,1008;0,044;1,912;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,944E-4;7,500;-2,531;6,981;44,797;-0,0604;0,167;1,069;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,948E-4
7,550;1,920;-1,745;-36,070;0,0458;-0,042;-0,861;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,527E-4;7,550;-4,032;5,818;74,661;-0,0962;0,139;1,782;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,200E-4;7,550;-2,129;9,076;36,458;-0,0508;0,217;0,870;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,495E-4
7,600;1,780;-3,432;-31,998;0,0425;-0,082;-0,764;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,058E-4;7,600;-3,630;9,425;65,741;-0,0867;0,225;1,569;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,146E-4;7,600;-1,606;10,705;26,374;-0,0383;0,256;0,630;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,568E-4
7,650;1,571;-4,887;-27,925;0,0375;-0,117;-0,667;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,067E-4;7,650;-3,072;12,508;53,911;-0,0733;0,299;1,287;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,094E-4;7,650;-1,030;11,752;15,320;-0,0246;0,281;0,366;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,001E-4
7,700;1,292;-6,225;-23,465;0,0308;-0,149;-0,560;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,559E-4;7,700;-2,356;14,893;39,755;-0,0562;0,356;0,949;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,584E-4;7,700;-0,419;12,217;3,879;-0,0100;0,292;0,093;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,638E-4
7,750;0,942;-7,330;-17,259;0,0225;-0,175;-0,412;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,362E-4;7,750;-1,553;16,522;24,241;-0,0371;0,394;0,579;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,359E-4;7,750;0,209;12,159;-7,951;0,0050;0,290;-0,190;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,364E-4
7,800;0,541;-8,029;-9,308;0,0129;-0,192;-0,222;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,717E-4;7,800;-0,681;17,337;7,951;-0,0163;0,414;0,190;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,874E-4;7,800;0,820;11,461;-19,974;0,0196;0,274;-0,477;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,314E-4
7,850;0,122;-8,261;-0,776;0,0029;-0,197;-0,019;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,307E-4;7,850;0,209;17,337;-8,921;0,0050;0,414;-0,213;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,513E-4;7,850;1,379;10,123;-31,028;0,0329;0,242;-0,741;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,058E-4
7,900;-0,297;-8,087;7,563;-0,0071;-0,193;0,181;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,205E-4;7,900;1,082;16,464;-25,598;0,0258;0,393;-0,611;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,429E-4;7,900;1,850;8,261;-39,755;0,0442;0,197;-0,949;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,347E-4
7,950;-0,698;-7,505;15,320;-0,0167;-0,179;0,366;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,613E-4;7,950;1,885;14,719;-40,918;0,0450;0,351;-0,977;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,604E-4;7,950;2,217;6,050;-45,960;0,0529;0,144;-1,097;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,872E-4
8,000;-1,065;-6,516;22,108;-0,0254;-0,156;0,528;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,674E-4;8,000;2,583;12,275;-53,717;0,0617;0,293;-1,282;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,722E-4;8,000;2,461;3,607;-49,839;0,0587;0,086;-1,190;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,405E-4
8,050;-1,361;-5,236;27,731;-0,0325;-0,125;0,662;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,674E-4;8,050;3,124;9,250;-63,414;0,0746;0,221;-1,514;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,223E-4;8,050;2,583;0,989;-51,196;0,0617;0,024;-1,222;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,307E-4
8,100;-1,588;-3,723;32,192;-0,0379;-0,089;0,769;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,441E-4;8,100;3,526;5,818;-69,619;0,0842;0,139;-1,662;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,620E-4;8,100;2,566;-1,629;-49,645;0,0612;-0,039;-1,185;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,895E-4
8,150;-1,745;-1,978;35,101;-0,0417;-0,047;0,838;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,244E-4;8,150;3,718;2,153;-71,752;0,0887;0,051;-1,713;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,826E-4;8,150;2,409;-4,072;-45,379;0,0575;-0,097;-1,083;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,532E-4
8,200;-1,798;-0,116;35,488;-0,0429;-0,003;0,847;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,219E-4;8,200;3,735;-1,513;-70,201;0,0892;-0,036;-1,676;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,951E-4;8,200;2,147;-6,225;-39,173;0,0512;-0,149;-0,935;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,531E-4
8,250;-1,745;1,687;33,161;-0,0417;0,040;0,792;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,953E-4;8,250;3,560;-4,945;-65,741;0,0850;-0,118;-1,569;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,072E-4;8,250;1,780;-8,029;-31,610;0,0425;-0,192;-0,755;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-6,708E-4
8,300;-1,623;3,258;29,089;-0,0387;0,078;0,694;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,266E-4;8,300;3,229;-8,145;-58,953;0,0771;-0,194;-1,407;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,071E-4;8,300;1,326;-9,425;-23,077;0,0317;-0,225;-0,551;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,836E-4
8,350;-1,414;4,596;24,241;-0,0337;0,110;0,579;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,396E-4;8,350;2,740;-10,937;-49,645;0,0654;-0,261;-1,185;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,016E-4;8,350;0,820;-10,356;-13,769;0,0196;-0,247;-0,329;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,472E-4
8,400;-1,152;5,701;19,005;-0,0275;0,136;0,454;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,355E-4;8,400;2,112;-13,206;-37,815;0,0504;-0,315;-0,903;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,609E-4;8,400;0,279;-10,821;-3,685;0,0067;-0,258;-0,088;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,092E-4
8,450;-0,838;6,516;13,187;-0,0200;0,156;0,315;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,174E-4;8,450;1,396;-14,777;-24,241;0,0333;-0,353;-0,579;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,620E-4;8,450;-0,279;-10,763;7,175;-0,0067;-0,257;0,171;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,473E-4
8,500;-0,489;7,039;6,787;-0,0117;0,168;0,162;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,251E-4;8,500;0,611;-15,650;-9,696;0,0146;-0,374;-0,231;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,400E-4;8,500;-0,820;-10,123;18,229;-0,0196;-0,242;0,435;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,516E-4
8,550;-0,122;7,214;-2,665E-14;-0,0029;0,172;-5,551E-16;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,799E-4;8,550;-0,192;-15,766;5,236;-0,0046;-0,376;0,125;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,130E-4;8,550;-1,309;-8,901;28,119;-0,0312;-0,213;0,671;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,026E-4
8,600;0,244;7,039;-6,981;0,0058;0,168;-0,167;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,175E-4;8,600;-0,995;-15,126;20,362;-0,0237;-0,361;0,486;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,620E-4;8,600;-1,728;-7,214;35,876;-0,0412;-0,172;0,856;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,756E-4
8,650;0,593;6,516;-13,769;0,0142;0,156;-0,329;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,976E-4;8,650;-1,728;-13,730;34,907;-0,0412;-0,328;0,833;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,552E-4;8,650;-2,042;-5,236;41,306;-0,0487;-0,125;0,986;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,414E-4
8,700;0,908;5,643;-20,168;0,0217;0,135;-0,481;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,429E-4;8,700;-2,391;-11,577;47,900;-0,0571;-0,276;1,144;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,302E-4;8,700;-2,251;-3,025;44,603;-0,0537;-0,072;1,065;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,954E-4
8,750;1,169;4,480;-25,792;0,0279;0,107;-0,616;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,096E-4;8,750;-2,915;-8,843;57,984;-0,0696;-0,211;1,384;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,488E-4;8,750;-2,356;-0,698;45,766;-0,0562;-0,017;1,093;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,368E-4
8,800;1,361;3,025;-29,865;0,0325;0,072;-0,713;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,797E-4;8,800;-3,281;-5,643;64,189;-0,0783;-0,135;1,532;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,829E-4;8,800;-2,321;1,629;44,409;-0,0554;0,039;1,060;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,845E-4
