"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angular Velocity, Ch 1+2 (rad/s) Run #2";"Angular Acceleration, Ch 1+2 (rad/s²) Run #2";"Position, Ch 1+2 (m) Run #2";"Velocity, Ch 1+2 (m/s) Run #2";"Acceleration, Ch 1+2 (m/s²) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Angular Velocity, Ch 3+4 (rad/s) Run #2";"Angular Acceleration, Ch 3+4 (rad/s²) Run #2";"Position, Ch 3+4 (m) Run #2";"Velocity, Ch 3+4 (m/s) Run #2";"Acceleration, Ch 3+4 (m/s²) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angular Velocity, Ch 1+2 (rad/s) Run #3";"Angular Acceleration, Ch 1+2 (rad/s²) Run #3";"Position, Ch 1+2 (m) Run #3";"Velocity, Ch 1+2 (m/s) Run #3";"Acceleration, Ch 1+2 (m/s²) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Angular Velocity, Ch 3+4 (rad/s) Run #3";"Angular Acceleration, Ch 3+4 (rad/s²) Run #3";"Position, Ch 3+4 (m) Run #3";"Velocity, Ch 3+4 (m/s) Run #3";"Acceleration, Ch 3+4 (m/s²) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angular Velocity, Ch 1+2 (rad/s) Run #4";"Angular Acceleration, Ch 1+2 (rad/s²) Run #4";"Position, Ch 1+2 (m) Run #4";"Velocity, Ch 1+2 (m/s) Run #4";"Acceleration, Ch 1+2 (m/s²) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Angular Velocity, Ch 3+4 (rad/s) Run #4";"Angular Acceleration, Ch 3+4 (rad/s²) Run #4";"Position, Ch 3+4 (m) Run #4";"Velocity, Ch 3+4 (m/s) Run #4";"Acceleration, Ch 3+4 (m/s²) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4"
6,300;-0,611;-1,047;12,993;-0,0146;-0,025;0,310;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,328E-4;6,300;-0,227;4,363;1,745;-0,0054;0,104;0,042;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-9,006E-4;6,300;-0,017;-2,153;3,491;-4,1667E-4;-0,051;0,083;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,216E-4
6,350;-0,646;-0,349;12,799;-0,0154;-0,008;0,306;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,076E-4;6,350;0,000;4,363;-2,327;0,0000;0,104;-0,056;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,607E-4;6,350;-0,122;-1,920;5,624;-0,0029;-0,046;0,134;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,820E-4
6,400;-0,646;0,291;11,442;-0,0154;0,007;0,273;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,738E-4;6,400;0,209;4,131;-6,400;0,0050;0,099;-0,153;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,318E-4;6,400;-0,209;-1,571;7,563;-0,0050;-0,038;0,181;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,704E-4
6,450;-0,611;0,814;9,502;-0,0146;0,019;0,227;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,176E-4;6,450;0,419;3,723;-10,472;0,0100;0,089;-0,250;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,979E-4;6,450;-0,279;-1,164;9,308;-0,0067;-0,028;0,222;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,285E-4
6,500;-0,559;1,222;7,563;-0,0133;0,029;0,181;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,056E-4;6,500;0,593;3,083;-13,963;0,0142;0,074;-0,333;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,452E-4;6,500;-0,332;-0,640;10,278;-0,0079;-0,015;0,245;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,257E-4
6,550;-0,489;1,571;5,624;-0,0117;0,037;0,134;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,073E-4;6,550;0,733;2,269;-16,484;0,0175;0,054;-0,394;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,137E-4;6,550;-0,349;-0,058;9,502;-0,0083;-0,001;0,227;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,842E-4
6,600;-0,401;1,804;3,685;-0,0096;0,043;0,088;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,776E-4;6,600;0,820;1,396;-17,841;0,0196;0,033;-0,426;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,236E-4;6,600;-0,332;0,407;6,981;-0,0079;0,010;0,167;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,203E-4
6,650;-0,297;1,920;1,939;-0,0071;0,046;0,046;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,545E-4;6,650;0,873;0,465;-18,229;0,0208;0,011;-0,435;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,652E-4;6,650;-0,297;0,640;4,266;-0,0071;0,015;0,102;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,348E-4
6,700;-0,209;1,978;0,582;-0,0050;0,047;0,014;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,298E-4;6,700;0,873;-0,465;-17,453;0,0208;-0,011;-0,417;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,650E-4;6,700;-0,262;0,756;2,715;-0,0062;0,018;0,065;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,967E-4
6,750;-0,105;1,978;-0,776;-0,0025;0,047;-0,019;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,958E-4;6,750;0,820;-1,338;-15,514;0,0196;-0,032;-0,370;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,155E-4;6,750;-0,227;0,873;2,133;-0,0054;0,021;0,051;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,883E-4
6,800;0,000;1,920;-2,521;0,0000;0,046;-0,060;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,917E-4;6,800;0,733;-2,036;-12,993;0,0175;-0,049;-0,310;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,627E-4;6,800;-0,175;0,989;1,551;-0,0042;0,024;0,037;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-9,228E-4
6,850;0,087;1,745;-4,654;0,0021;0,042;-0,111;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,266E-4;6,850;0,611;-2,618;-10,278;0,0146;-0,062;-0,245;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,219E-4;6,850;-0,122;1,047;0,582;-0,0029;0,025;0,014;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,112E-4
6,900;0,175;1,454;-6,981;0,0042;0,035;-0,167;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,679E-4;6,900;0,471;-3,083;-7,369;0,0112;-0,074;-0,176;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,475E-4;6,900;-0,070;1,047;-0,582;-0,0017;0,025;-0,014;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,004E-4
6,950;0,244;1,047;-8,727;0,0058;0,025;-0,208;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,797E-4;6,950;0,297;-3,374;-3,879;0,0071;-0,081;-0,093;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,668E-4;6,950;-0,017;0,989;-1,745;-4,1667E-4;0,024;-0,042;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,548E-4
7,000;0,279;0,524;-9,308;0,0067;0,012;-0,222;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,792E-4;7,000;0,122;-3,491;3,553E-14;0,0029;-0,083;1,249E-15;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,534E-4;7,000;0,035;0,873;-2,715;8,3333E-4;0,021;-0,065;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,150E-4
7,050;0,297;0,058;-8,727;0,0071;0,001;-0,208;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,069E-4;7,050;-0,052;-3,374;3,879;-0,0012;-0,081;0,093;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,327E-4;7,050;0,070;0,698;-3,297;0,0017;0,017;-0,079;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,496E-4
7,100;0,279;-0,349;-7,563;0,0067;-0,008;-0,181;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,990E-4;7,100;-0,227;-3,083;7,175;-0,0054;-0,074;0,171;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,477E-4;7,100;0,105;0,524;-3,491;0,0025;0,012;-0,083;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,699E-4
7,150;0,262;-0,698;-6,206;0,0062;-0,017;-0,148;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,988E-4;7,150;-0,367;-2,618;9,502;-0,0087;-0,063;0,227;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,568E-4;7,150;0,122;0,349;-3,491;0,0029;0,008;-0,083;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,151E-4
7,200;0,209;-0,989;-4,460;0,0050;-0,024;-0,106;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,681E-4;7,200;-0,489;-2,094;11,248;-0,0117;-0,050;0,269;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,850E-4;7,200;0,140;0,175;-3,491;0,0033;0,004;-0,083;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,865E-4
7,250;0,157;-1,164;-2,715;0,0037;-0,028;-0,065;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,835E-4;7,250;-0,576;-1,513;12,605;-0,0137;-0,036;0,301;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-9,094E-4;7,250;0,140;0,000;-3,297;0,0033;0,000;-0,079;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,475E-4
7,300;0,087;-1,222;-1,164;0,0021;-0,029;-0,028;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,177E-4;7,300;-0,646;-0,814;13,381;-0,0154;-0,019;0,319;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,410E-4;7,300;0,140;-0,175;-2,715;0,0033;-0,004;-0,065;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,740E-4
7,350;0,035;-1,280;0,194;8,3333E-4;-0,031;0,005;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,952E-4;7,350;-0,663;-0,116;12,993;-0,0158;-0,003;0,310;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,235E-4;7,350;0,122;-0,291;-1,745;0,0029;-0,007;-0,042;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,264E-4
7,400;-0,035;-1,222;1,745;-8,3333E-4;-0,029;0,042;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,810E-4;7,400;-0,646;0,524;11,636;-0,0154;0,013;0,278;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,053E-4;7,400;0,105;-0,349;-0,582;0,0025;-0,008;-0,014;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,555E-4
7,450;-0,105;-1,105;3,297;-0,0025;-0,026;0,079;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,056E-4;7,450;-0,611;1,047;10,084;-0,0146;0,025;0,241;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,613E-4;7,450;0,087;-0,349;0,582;0,0021;-0,008;0,014;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,659E-4
7,500;-0,140;-0,873;4,266;-0,0033;-0,021;0,102;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,974E-4;7,500;-0,541;1,513;8,533;-0,0129;0,036;0,204;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,847E-4;7,500;0,070;-0,291;1,551;0,0017;-0,007;0,037;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,636E-4
7,550;-0,192;-0,640;4,848;-0,0046;-0,015;0,116;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,992E-4;7,550;-0,454;1,920;6,593;-0,0108;0,046;0,157;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,981E-4;7,550;0,052;-0,175;1,939;0,0012;-0,004;0,046;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,624E-4
7,600;-0,209;-0,407;5,042;-0,0050;-0,010;0,120;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,237E-4;7,600;-0,349;2,211;4,072;-0,0083;0,053;0,097;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,655E-4;7,600;0,052;-0,058;1,551;0,0012;-0,001;0,037;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,473E-4
7,650;-0,227;-0,116;4,848;-0,0054;-0,003;0,116;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,559E-4;7,650;-0,227;2,327;1,551;-0,0054;0,056;0,037;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,269E-4;7,650;0,052;0,000;0,776;0,0012;0,000;0,019;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,462E-4
7,700;-0,227;0,116;4,072;-0,0054;0,003;0,097;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,607E-4;7,700;-0,105;2,327;-0,388;-0,0025;0,056;-0,009;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,808E-4;7,700;0,052;0,000;0,194;0,0012;0,000;0,005;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,557E-4
7,750;-0,209;0,291;3,103;-0,0050;0,007;0,074;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,954E-4;7,750;0,000;2,269;-1,939;0,0000;0,054;-0,046;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,497E-4;7,750;0,052;0,000;0,000;0,0012;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,652E-4
7,800;-0,192;0,407;2,327;-0,0046;0,010;0,056;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,370E-4;7,800;0,122;2,153;-3,879;0,0029;0,051;-0,093;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,903E-4;7,800;0,052;0,000;0,000;0,0012;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,602E-4
7,850;-0,175;0,524;1,551;-0,0042;0,012;0,037;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,321E-4;7,850;0,227;1,920;-6,206;0,0054;0,046;-0,148;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,393E-4;7,850;0,052;0,000;0,000;0,0012;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,940E-4
7,900;-0,140;0,582;0,582;-0,0033;0,014;0,014;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,754E-4;7,900;0,314;1,513;-8,339;0,0075;0,036;-0,199;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,410E-4;7,900;0,052;0,000;0,000;0,0012;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,359E-4
7,950;-0,105;0,582;-0,388;-0,0025;0,014;-0,009;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,348E-4;7,950;0,384;1,047;-9,696;0,0092;0,025;-0,231;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,037E-4;7,950;0,052;0,000;0,000;0,0012;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,131E-4
8,000;-0,087;0,524;-0,970;-0,0021;0,013;-0,023;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,135E-4;8,000;0,419;0,524;-9,890;0,0100;0,013;-0,236;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,511E-4;8,000;0,052;0,000;0,000;0,0012;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,945E-4
8,050;-0,052;0,465;-1,357;-0,0012;0,011;-0,032;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,552E-4;8,050;0,436;0,000;-8,921;0,0104;0,000;-0,213;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,693E-4;8,050;0,052;0,000;0,000;0,0012;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,604E-4
8,100;-0,035;0,407;-1,551;-8,3333E-4;0,010;-0,037;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,802E-4;8,100;0,419;-0,407;-7,175;0,0100;-0,010;-0,171;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,688E-4;8,100;0,052;0,000;0,000;0,0012;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,702E-4
8,150;-0,017;0,291;-1,745;-4,1667E-4;0,007;-0,042;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,420E-4;8,150;0,384;-0,698;-5,624;0,0092;-0,017;-0,134;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,339E-4;8,150;0,052;0,000;0,000;0,0012;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,572E-4
8,200;0,000;0,233;-1,939;0,0000;0,006;-0,046;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,246E-4;8,200;0,349;-0,931;-4,460;0,0083;-0,022;-0,106;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,722E-4;8,200;0,052;0,000;0,000;0,0012;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,402E-4
8,250;0,000;0,116;-2,133;0,0000;0,003;-0,051;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,046E-4;8,250;0,297;-1,164;-3,103;0,0071;-0,028;-0,074;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,343E-4;8,250;0,052;0,000;0,000;0,0012;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,734E-4
8,300;0,017;0,000;-2,327;4,1667E-4;0,000;-0,056;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,345E-4;8,300;0,227;-1,280;-1,164;0,0054;-0,031;-0,028;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,675E-4;8,300;0,052;0,000;0,000;0,0012;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,017E-4
8,350;0,000;-0,116;-1,939;0,0000;-0,003;-0,046;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,865E-4;8,350;0,157;-1,280;0,970;0,0037;-0,031;0,023;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,723E-4;8,350;0,052;0,000;0,000;0,0012;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,804E-4
8,400;0,000;-0,233;-1,164;0,0000;-0,006;-0,028;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,337E-4;8,400;0,105;-1,164;2,521;0,0025;-0,028;0,060;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,314E-4;8,400;0,052;0,000;0,000;0,0012;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,121E-4
8,450;-0,017;-0,233;-0,194;-4,1667E-4;-0,006;-0,005;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,591E-4;8,450;0,035;-0,989;3,297;8,3333E-4;-0,024;0,079;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,351E-4;8,450;0,052;0,000;;0,0012;0,000;;0,000;0,000;;0,0000;0,000;;0,002;-8,634E-4
8,500;-0,035;-0,233;0,582;-8,3333E-4;-0,006;0,014;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,537E-4;8,500;0,000;-0,814;3,491;0,0000;-0,019;0,083;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,861E-4;8,500;0,052;0,000;;0,0012;0,000;;0,000;0,000;;0,0000;0,000;;0,002;-7,811E-4
8,550;-0,035;-0,175;0,970;-8,3333E-4;-0,004;0,023;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,867E-4;8,550;-0,035;-0,640;3,685;-8,3333E-4;-0,015;0,088;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,732E-4;8,550;0,052;;;0,0012;;;0,000;;;0,0000;;;0,002;-7,922E-4
8,600;-0,052;-0,116;1,164;-0,0012;-0,003;0,028;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,949E-4;8,600;-0,070;-0,465;4,072;-0,0017;-0,011;0,097;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,972E-4;;;;;;;;;;;;;;;
8,650;-0,052;-0,058;0,970;-0,0012;-0,001;0,023;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,899E-4;8,650;-0,087;-0,233;4,266;-0,0021;-0,006;0,102;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-9,026E-4;;;;;;;;;;;;;;;
8,700;-0,052;0,000;0,582;-0,0012;0,000;0,014;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,967E-4;8,700;-0,087;0,000;3,879;-0,0021;0,000;0,093;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,140E-4;;;;;;;;;;;;;;;
8,750;-0,052;0,000;0,194;-0,0012;0,000;0,005;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,078E-4;8,750;-0,087;0,175;2,909;-0,0021;0,004;0,069;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,747E-4;;;;;;;;;;;;;;;
8,800;-0,052;0,000;0,194;-0,0012;0,000;0,005;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,334E-4;8,800;-0,070;0,291;1,745;-0,0017;0,007;0,042;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-9,163E-4;;;;;;;;;;;;;;;
8,850;-0,052;0,000;0,582;-0,0012;0,000;0,014;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,130E-4;8,850;-0,052;0,349;0,582;-0,0012;0,008;0,014;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,795E-4;;;;;;;;;;;;;;;
8,900;-0,052;0,058;0,776;-0,0012;0,001;0,019;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,883E-4;8,900;-0,035;0,349;-0,388;-8,3333E-4;0,008;-0,009;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,577E-4;;;;;;;;;;;;;;;
8,950;-0,052;0,116;0,388;-0,0012;0,003;0,009;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,134E-4;8,950;-0,017;0,291;-0,970;-4,1667E-4;0,007;-0,023;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,822E-4;;;;;;;;;;;;;;;
9,000;-0,035;0,116;-0,388;-8,3333E-4;0,003;-0,009;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,491E-4;9,000;0,000;0,233;-1,164;0,0000;0,006;-0,028;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,894E-4;;;;;;;;;;;;;;;
9,050;-0,035;0,058;-0,776;-8,3333E-4;0,001;-0,019;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,954E-4;9,050;0,000;0,175;-1,164;0,0000;0,004;-0,028;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,795E-4;;;;;;;;;;;;;;;
9,100;-0,035;0,000;-0,776;-8,3333E-4;0,000;-0,019;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,604E-4;9,100;0,017;0,116;-1,164;4,1667E-4;0,003;-0,028;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,951E-4;;;;;;;;;;;;;;;
9,150;-0,035;0,000;-0,776;-8,3333E-4;0,000;-0,019;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,903E-4;9,150;0,017;0,058;-0,970;4,1667E-4;0,001;-0,023;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,520E-4;;;;;;;;;;;;;;;
9,200;-0,035;-0,058;-0,776;-8,3333E-4;-0,001;-0,019;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,362E-4;9,200;0,017;0,000;-0,582;4,1667E-4;0,000;-0,014;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,574E-4;;;;;;;;;;;;;;;
9,250;-0,035;-0,116;-0,388;-8,3333E-4;-0,003;-0,009;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,940E-4;9,250;0,017;0,000;-0,194;4,1667E-4;0,000;-0,005;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,366E-4;;;;;;;;;;;;;;;
9,300;-0,052;-0,116;0,388;-0,0012;-0,003;0,009;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,348E-4;9,300;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,128E-4;;;;;;;;;;;;;;;
9,350;-0,052;-0,058;0,776;-0,0012;-0,001;0,019;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,672E-4;9,350;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,666E-4;;;;;;;;;;;;;;;
9,400;-0,052;0,000;0,776;-0,0012;0,000;0,019;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,228E-4;9,400;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,623E-4;;;;;;;;;;;;;;;
9,450;-0,052;0,000;0,776;-0,0012;0,000;0,019;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,287E-4;9,450;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,856E-4;;;;;;;;;;;;;;;
9,500;-0,052;0,058;0,776;-0,0012;0,001;0,019;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,296E-4;9,500;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,790E-4;;;;;;;;;;;;;;;
9,550;-0,052;0,116;0,388;-0,0012;0,003;0,009;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,062E-4;9,550;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,414E-4;;;;;;;;;;;;;;;
9,600;-0,035;0,116;-0,388;-8,3333E-4;0,003;-0,009;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,847E-4;9,600;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,155E-4;;;;;;;;;;;;;;;
9,650;-0,035;0,058;-0,776;-8,3333E-4;0,001;-0,019;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-7,822E-4;9,650;0,017;0,000;0,000;4,1667E-4;0,000;0,000;0,000;0,000;0,000;0,0000;0,000;0,000;0,002;-8,255E-4;;;;;;;;;;;;;;;
